Compound,Date,Negative,Neutral,Positive,Text,TimeDiff,Tweets Ago,User
0.2263,Tue Oct 02 22:38:00 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,55,@CNN
-0.5423,Tue Oct 02 22:37:59 +0000 2018,0.282,0.592,0.125,RT @CNN: The Supreme Court has refused to block former supermodel Janice Dickinson's defamation case against disgraced comic legend Bill Co…,0,56,@CNN
-0.5106,Tue Oct 02 22:37:56 +0000 2018,0.268,0.732,0.0,White House corrects transcript to reflect Trump's insult @CNN https://t.co/7XL8BRuozO,0,57,@CNN
0.6597,Tue Oct 02 22:37:56 +0000 2018,0.0,0.795,0.205,"RT @GayRepublicSwag: “If you don’t like me working with Trump to make the world a better place, I don’t give a shit” - Lindsey Graham on @C…",0,58,@CNN
-0.8097,Tue Oct 02 22:37:56 +0000 2018,0.302,0.698,0.0,"@CNN @realDonaldTrump Scary time for men?! Really?! It has always been a scary time for women. You, Trumpf, couldn'… https://t.co/jCiiRQJF5O",0,59,@CNN
0.0,Tue Oct 02 22:37:55 +0000 2018,0.0,1.0,0.0,@CNN CENTRAL PARK FIVE,0,60,@CNN
0.4912,Tue Oct 02 22:37:55 +0000 2018,0.0,0.85,0.15,"RT @willchamberlain: Hi @JeffreyToobin!

Bold move going after Kavanaugh for 36-year-old allegations!

Especially when ten years ago you ch…",0,61,@CNN
0.2263,Tue Oct 02 22:37:54 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,62,@CNN
0.2263,Tue Oct 02 22:37:54 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,63,@CNN
0.4019,Tue Oct 02 22:37:53 +0000 2018,0.0,0.787,0.213,"RT @CNN: Microsoft unveils new Surface devices, smart headphones https://t.co/X8tcUUUk5v https://t.co/6sPQGiBGaG",0,64,@CNN
0.0,Tue Oct 02 22:37:53 +0000 2018,0.0,1.0,0.0,@AlisonR61423986 @gentlemindmom @LockeShiny @robinandriver @SkiBuni @Thedude67111 @impinkestgirl @DavidGr78574965… https://t.co/I2k7CYUBCZ,0,65,@CNN
0.0,Tue Oct 02 22:37:52 +0000 2018,0.0,1.0,0.0,@jonswaine @jaketapper @MZHemingway this absurdity of information all of the sudden appearing continues to decrease credibility @CNN,0,66,@CNN
0.0,Tue Oct 02 22:37:52 +0000 2018,0.0,1.0,0.0,@CerebralGURL @DonaldJTrumpJr @CNN @JeffreyToobin Yep💣,0,67,@CNN
-0.296,Tue Oct 02 22:37:50 +0000 2018,0.115,0.885,0.0,@DonaldJTrumpJr @CNN @JeffreyToobin Junior.....  go back to your man cave and stop letting people see how incredibl… https://t.co/m6V0j8jUrg,0,68,@CNN
-0.5267,Tue Oct 02 22:37:50 +0000 2018,0.134,0.866,0.0,"RT @CNN: Kyle Freeny and Brandon Van Grack, two prosecutors who worked on Paul Manafort's criminal cases, are ending their tenure working f…",0,69,@CNN
0.6486,Tue Oct 02 22:37:50 +0000 2018,0.0,0.717,0.283,"@maddow @MSNBC @CNN yes, please focus on reporting FACTS and not the BS you want us to believe https://t.co/OBjT16sIi2",0,70,@CNN
0.0,Tue Oct 02 22:37:48 +0000 2018,0.0,1.0,0.0,"@CNN Soooo, was it blue or pink?",0,71,@CNN
0.2263,Tue Oct 02 22:37:48 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,72,@CNN
-0.34,Tue Oct 02 22:37:48 +0000 2018,0.094,0.906,0.0,RT @Dr_Joe_Sanders: now we need to arrest the leaders and those who stood down  in doing so they facilitated these deaths  under usc title…,0,73,@CNN
0.0,Tue Oct 02 22:37:47 +0000 2018,0.0,1.0,0.0,Again @NBCNews @USATODAY and the thing known as Mockingbird Media @CNN https://t.co/MifkVQQn4P. @realDonaldTrump en… https://t.co/Le9OxoeHpp,0,74,@CNN
0.2263,Tue Oct 02 22:37:45 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,75,@CNN
-0.1027,Tue Oct 02 22:37:44 +0000 2018,0.392,0.27,0.338,@CNN Like at Treason?,0,76,@CNN
-0.7845,Tue Oct 02 22:37:44 +0000 2018,0.378,0.622,0.0,RT @gayright: There is no bigger “outright fraud” than lowest ratings @wolfblitzer and fake news @CNN.,0,77,@CNN
-0.3612,Tue Oct 02 22:37:43 +0000 2018,0.116,0.83,0.054,"RT @counterchekist: @CNN Being “very scared” of your actions b/c you are guilty of committing them, is called common sense. 

Your projecti…",0,78,@CNN
0.4588,Tue Oct 02 22:37:43 +0000 2018,0.0,0.733,0.267,"@CNN legal analyst goes rogue, stunningly supports confirmation of #Kavanaugh, slams @SenateDems 
https://t.co/3466gHhZe6",0,79,@CNN
0.7964,Tue Oct 02 22:37:42 +0000 2018,0.0,0.738,0.262,"RT @CNN: President Trump expressed guarded optimism his Supreme Court nominee Brett Kavanaugh will soon be confirmed, even as he grows more…",0,80,@CNN
0.0,Tue Oct 02 22:37:42 +0000 2018,0.0,1.0,0.0,"RT @CNN: President Trump received today's equivalent of at least $413 million from his father, according to an analysis from The New York T…",0,81,@CNN
-0.7184,Tue Oct 02 22:37:41 +0000 2018,0.273,0.727,0.0,"@CNNPolitics 🤮🤮🤮🤮 Come on, @CNN 
@SenSchumer is a freaking lunatic.  Does anyone actually believe this vote has “no… https://t.co/brL5Sr8RZy",0,82,@CNN
-0.7269,Tue Oct 02 22:37:40 +0000 2018,0.234,0.766,0.0,"@CNN CNN, you’re total desperation is beyond the pale. Shame on you for trying to defame Judge Kavanaugh over and a… https://t.co/AY511hptcX",0,83,@CNN
0.765,Tue Oct 02 22:37:40 +0000 2018,0.0,0.732,0.268,RT @phumzileunwomen: Congratulations to Donna Strickland for receiving the #NobelPrize in Physics. This has been awarded to a woman for the…,0,84,@CNN
0.0,Tue Oct 02 22:37:40 +0000 2018,0.0,1.0,0.0,"RT @CNN: These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthquake and tsunami…",0,85,@CNN
0.4912,Tue Oct 02 22:37:40 +0000 2018,0.0,0.85,0.15,"RT @willchamberlain: Hi @JeffreyToobin!

Bold move going after Kavanaugh for 36-year-old allegations!

Especially when ten years ago you ch…",0,86,@CNN
0.2263,Tue Oct 02 22:37:39 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,87,@CNN
0.0,Tue Oct 02 22:37:39 +0000 2018,0.0,1.0,0.0,@_CFJ_ @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7… https://t.co/K8QvwoNVJ6,0,88,@CNN
0.0,Tue Oct 02 22:37:39 +0000 2018,0.0,1.0,0.0,"RT @sunnyrinker: Liberal Democrat Yale classmate on @ChrisCuomo @CNN last night said ""if glass had ice in it, it must have contained alcoho…",0,89,@CNN
0.0,Tue Oct 02 22:37:37 +0000 2018,0.0,1.0,0.0,"RT @KAGer2020: QUESTION TO @TheJuanWilliams @CNN AND  THE #Demonrats #DemocratsAreCancer :
IF SOMEONE WITH A DARK PAST WHO DRANK AND SMOKED…",0,90,@CNN
-0.0258,Tue Oct 02 22:37:36 +0000 2018,0.264,0.48,0.256,@IngrahamAngle @CNN amazed at anyone watches these frauds,0,91,@CNN
0.0,Tue Oct 02 22:37:35 +0000 2018,0.0,1.0,0.0,@CNN Do they still have the evidence? https://t.co/92LK5hnDAt,0,92,@CNN
0.0,Tue Oct 02 22:37:35 +0000 2018,0.0,1.0,0.0,"RT @KAGer2020: QUESTION TO @TheJuanWilliams @CNN AND  THE #Demonrats #DemocratsAreCancer :
IF SOMEONE WITH A DARK PAST WHO DRANK AND SMOKED…",0,93,@CNN
0.3182,Tue Oct 02 22:37:34 +0000 2018,0.0,0.901,0.099,@IngrahamAngle @CNN For someone who claims to be so far ahead in the ratings you sure do post constantly about what… https://t.co/Ky7Y4Q3A9w,0,94,@CNN
0.0,Tue Oct 02 22:37:34 +0000 2018,0.0,1.0,0.0,@SaulJim97906972 @SithLordFelix @Peacock68 @jamiecollins11 @CNN @CNNOpinion Christine Blasey Ford was 15. Don't tel… https://t.co/NJKvnuzEdW,0,95,@CNN
-0.7841,Tue Oct 02 22:37:33 +0000 2018,0.315,0.685,0.0,".@cnn's @wolfblitzer is implying, in a very shitty way, that @realDonaldTrump is a tax cheat. @SenAngusKing is NOT… https://t.co/UEIoBnAls6",0,96,@CNN
0.4019,Tue Oct 02 22:37:33 +0000 2018,0.0,0.787,0.213,"Border patrol agent's gender reveal party ignited a 47,000-acre wildfire  @CNN https://t.co/XdFD3lvP73",0,97,@CNN
0.4912,Tue Oct 02 22:37:33 +0000 2018,0.0,0.85,0.15,"RT @willchamberlain: Hi @JeffreyToobin!

Bold move going after Kavanaugh for 36-year-old allegations!

Especially when ten years ago you ch…",0,98,@CNN
0.0,Tue Oct 02 22:37:32 +0000 2018,0.0,1.0,0.0,"RT @CNN: President Trump received today's equivalent of at least $413 million from his father, according to an analysis from The New York T…",0,99,@CNN
-0.5423,Tue Oct 02 22:38:45 +0000 2018,0.171,0.829,0.0,"@ShepNewsTeam @FoxNews Shep stay with bad weather stories,animal stories this is why your not on at prime time",0,0,@FoxNews
0.0,Tue Oct 02 22:38:45 +0000 2018,0.0,1.0,0.0,"RT @FoxNews: .@POTUS: ""After years of rebuilding foreign countries, we are finally rebuilding our country."" https://t.co/w7zJkrq8sb https:/…",0,1,@FoxNews
0.0,Tue Oct 02 22:38:45 +0000 2018,0.0,1.0,0.0,"RT @hollroch: @FoxNews so that money trump got from his father wasn't a small loan of 1mill but in actuality, over 300mill &amp; much of it was…",0,2,@FoxNews
0.128,Tue Oct 02 22:38:44 +0000 2018,0.0,0.909,0.091,"@FoxNews That's what happens when Fox News and Trump radicalizes militant white supremacist groups.

cc:… https://t.co/0a7wP2bZG8",0,3,@FoxNews
0.0,Tue Oct 02 22:38:43 +0000 2018,0.0,1.0,0.0,@FoxNews @HillaryClinton Brett K. the right choice.,0,4,@FoxNews
-0.3818,Tue Oct 02 22:38:43 +0000 2018,0.133,0.867,0.0,"RT @FoxNews: Senator @LindseyGrahamSC sounded off on the Kavanaugh confirmation battle Tuesday, saying that ""this is bottom."" https://t.co/…",0,5,@FoxNews
0.128,Tue Oct 02 22:38:43 +0000 2018,0.0,0.667,0.333,@FoxNews Was it legal?,0,6,@FoxNews
0.6892,Tue Oct 02 22:38:42 +0000 2018,0.073,0.665,0.262,RT @GaetaSusan: Please tell me WHY we are hearing Chuck Schumer speak? He is 100% Partisan Hack for the Dem/Communist Party!! Please stop t…,0,7,@FoxNews
0.0,Tue Oct 02 22:38:41 +0000 2018,0.0,1.0,0.0,"RT @FoxNews: .@senatemajldr McConnell unloads on Senate Dems amid Kavanaugh probe: 'Their goalposts keep shifting, but their goal hasn't mo…",0,8,@FoxNews
0.0,Tue Oct 02 22:38:41 +0000 2018,0.0,1.0,0.0,"RT @FoxNews: JUST IN: @SecPompeo to meet with Kim Jong Un on Sunday, State Department announces https://t.co/nCxViRI6Ea https://t.co/ypVLI1…",0,9,@FoxNews
0.0,Tue Oct 02 22:38:40 +0000 2018,0.0,1.0,0.0,@FoxNews Four? How many more were there? It is about time the fringe on both sides that get all of the media attent… https://t.co/GnwtEnR6bG,0,10,@FoxNews
-0.6597,Tue Oct 02 22:38:40 +0000 2018,0.261,0.644,0.095,@realDonaldTrump  @FoxNews  just got this in the mail haters gonna hate. Think i maybe wear it around like my neckl… https://t.co/epUnrH1Koq,0,11,@FoxNews
-0.8016,Tue Oct 02 22:38:39 +0000 2018,0.891,0.109,0.0,"@FoxNews Lies, desperate lies!",0,12,@FoxNews
-0.2263,Tue Oct 02 22:38:39 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,13,@FoxNews
0.0,Tue Oct 02 22:38:39 +0000 2018,0.0,1.0,0.0,@FoxNews @FBI So?,0,14,@FoxNews
-0.2263,Tue Oct 02 22:38:39 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,15,@FoxNews
-0.3818,Tue Oct 02 22:38:38 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,16,@FoxNews
-0.4588,Tue Oct 02 22:38:37 +0000 2018,0.152,0.779,0.07,"RT @FoxNews: .@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innocent.” https…",0,17,@FoxNews
-0.3818,Tue Oct 02 22:38:37 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,18,@FoxNews
0.0,Tue Oct 02 22:38:36 +0000 2018,0.0,1.0,0.0,@skyebaby454 @TransformativeV @realDonaldTrump @POTUS @seanhannity @FoxNews #LockHerUp !… https://t.co/wuApnae93V,0,19,@FoxNews
-0.2208,Tue Oct 02 22:38:36 +0000 2018,0.226,0.626,0.148,"@the_frugal_jew @NiceDaves @FoxNews LOL, you don't. Like the last idiot I just schooled, the Brietbart article is i… https://t.co/YZkFJmvOmT",0,20,@FoxNews
-0.4588,Tue Oct 02 22:38:35 +0000 2018,0.152,0.779,0.07,"RT @FoxNews: .@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innocent.” https…",0,21,@FoxNews
-0.2263,Tue Oct 02 22:38:35 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,22,@FoxNews
0.0,Tue Oct 02 22:38:35 +0000 2018,0.0,1.0,0.0,"@FoxNews @JMfreespeech @FBI If they don't take the vote soon, Trump will never get to nominate another Judge (that… https://t.co/mgcI1XOCJ5",0,23,@FoxNews
0.0,Tue Oct 02 22:38:35 +0000 2018,0.0,1.0,0.0,@FoxNews Why of course!!!!!,0,24,@FoxNews
-0.7861,Tue Oct 02 22:38:34 +0000 2018,0.302,0.698,0.0,"RT @NonToxicCat: @FoxNews Why are you guys reporting on this nonsense instead of trumps tax fraud scheme?🙄🤦‍♀️
https://t.co/kJNtGjZ8c5",0,25,@FoxNews
0.0,Tue Oct 02 22:38:34 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,26,@FoxNews
0.7717,Tue Oct 02 22:38:34 +0000 2018,0.0,0.782,0.218,"RT @TSearcaigh: The best way to get rid of @FoxNews is to quit treating it like a news station.

That means @MSNBC and @CNN, etc. all need…",0,27,@FoxNews
-0.0572,Tue Oct 02 22:38:33 +0000 2018,0.064,0.936,0.0,RT @perfectsliders: @BleedinOrDyin @StillKicking62 @FoxNews SOME WOMAN ON @FoxNews -  just said that most women do not want Kavanaugh confi…,0,28,@FoxNews
0.5859,Tue Oct 02 22:38:33 +0000 2018,0.0,0.758,0.242,@Cowboy_Kn @TexasLo4Ever @FoxNews @Alyssa_Milano Are you sure you’re not a liberal with behavior like that? “They s… https://t.co/QY0tRGeyCe,0,29,@FoxNews
0.5574,Tue Oct 02 22:38:33 +0000 2018,0.0,0.795,0.205,"RT @FoxNews: Houston girl, 7, proudly sings national anthem in stands at Astros game. https://t.co/8Dwn2PAS61",0,30,@FoxNews
-0.25,Tue Oct 02 22:38:33 +0000 2018,0.2,0.8,0.0,@FoxNews White supremacists in CA? Not possible. . . (Sarcasm. . .),0,31,@FoxNews
-0.2263,Tue Oct 02 22:38:32 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,32,@FoxNews
0.0,Tue Oct 02 22:38:32 +0000 2018,0.0,1.0,0.0,@FoxNews Where were they radicalized?,0,33,@FoxNews
0.0,Tue Oct 02 22:38:31 +0000 2018,0.0,1.0,0.0,RT @FoxNews: Iraq tasks Shiite independent with forming new government. https://t.co/3gW2ylrofk,0,34,@FoxNews
-0.2732,Tue Oct 02 22:38:31 +0000 2018,0.156,0.736,0.108,@FoxNews FOX News should investigate and report all corrupt illegal activities that George Soros supports.  And FBI and DOJ.,0,35,@FoxNews
-0.6908,Tue Oct 02 22:38:30 +0000 2018,0.207,0.793,0.0,"RT @FoxNews: Clinton accuser Juanita Broaddrick demands FBI probe on Clinton rape claim, amid Kavanaugh furor (via @brookefoxnews) https://…",0,36,@FoxNews
-0.3818,Tue Oct 02 22:38:30 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,37,@FoxNews
-0.3182,Tue Oct 02 22:38:29 +0000 2018,0.095,0.905,0.0,"RT @FoxNews: Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would renominate him and I would take this case to the Ame…",0,38,@FoxNews
0.0,Tue Oct 02 22:38:29 +0000 2018,0.0,1.0,0.0,RT @FoxNews: Iraq tasks Shiite independent with forming new government. https://t.co/3gW2ylrofk,0,39,@FoxNews
0.0,Tue Oct 02 22:38:29 +0000 2018,0.0,1.0,0.0,"@realdonaldtrump @potus @vp @foxnews @foxnewsalert @foxnewsalerts @foxheadlines 
@RepDevinNunes @DevinNunes https://t.co/O93XzHyyaK",0,40,@FoxNews
0.4019,Tue Oct 02 22:38:29 +0000 2018,0.081,0.766,0.153,Anti-Kavanaugh protesters accosting senators have ties to Soros via the @FoxNews App lock up the 1%let there rich p… https://t.co/7eWiN61Y7U,0,41,@FoxNews
0.0,Tue Oct 02 22:38:29 +0000 2018,0.0,1.0,0.0,"RT @FoxNews: .@JesseBWatters: ""I'm just waiting to hear @JoeBiden, @BarackObama, @HillaryClinton &amp; @SenSanders give the president a round o…",0,42,@FoxNews
0.0,Tue Oct 02 22:38:29 +0000 2018,0.0,1.0,0.0,RT @LLattea: @FoxNews Yet Al Sharpton still owes millions in taxes.,0,43,@FoxNews
0.0,Tue Oct 02 22:38:28 +0000 2018,0.0,1.0,0.0,RT @FoxNews: .@RepAndyBiggsAZ: “I think [Rod Rosenstein] should resign.” https://t.co/9bFeg7AiXZ,0,44,@FoxNews
0.7003,Tue Oct 02 22:38:28 +0000 2018,0.0,0.791,0.209,"@FoxNews     😂😂😂 Sen Schumer saying Rep. have the gaul - it’s funny when Schumer says he demands
It’s all so out of control Thanks Dems",0,45,@FoxNews
0.4404,Tue Oct 02 22:38:28 +0000 2018,0.0,0.256,0.744,@FoxNews Good.,0,46,@FoxNews
0.296,Tue Oct 02 22:38:27 +0000 2018,0.116,0.67,0.214,"RT @FoxNews: .@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",0,47,@FoxNews
-0.4215,Tue Oct 02 22:38:26 +0000 2018,0.141,0.859,0.0,"@TonyaLeeOrtega1 @LLattea @FoxNews Are you simply obtuse, you are claiming Trump is guilty and we're saying liberal… https://t.co/LidGx0XXwE",0,48,@FoxNews
0.0,Tue Oct 02 22:38:26 +0000 2018,0.0,1.0,0.0,RT @newtgingrich: Joining @seanhannity live in studio tonight. Watch on @FoxNews at 9pET. https://t.co/aPAdkmgbll,0,49,@FoxNews
0.0,Tue Oct 02 22:38:26 +0000 2018,0.0,1.0,0.0,"RT @melissa5215: President Trump slams Blumenthal for claiming he served in Vietnam, when in fact, he did not! Then Blumenthal lectures Kav…",0,50,@FoxNews
-0.2263,Tue Oct 02 22:38:25 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,51,@FoxNews
-0.3818,Tue Oct 02 22:38:25 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,52,@FoxNews
0.0,Tue Oct 02 22:38:24 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,53,@FoxNews
-0.0772,Tue Oct 02 22:38:24 +0000 2018,0.053,0.947,0.0,"RT @FoxNews: JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz's office in…",0,54,@FoxNews
-0.296,Tue Oct 02 22:38:24 +0000 2018,0.104,0.896,0.0,@POTUS @FoxNews  @EASPORTS  @USCIS  This guys Armado Vargas and Sid do no skilled jobs. USCIS to verify their visa… https://t.co/4BM1N5IMEg,0,55,@FoxNews
0.0,Tue Oct 02 22:38:21 +0000 2018,0.0,1.0,0.0,"@HeyTammyBruce @FoxNews @POTUS It will be the literal end of the left, dems &amp; globalists if something were to happe… https://t.co/TcoJGH4cx5",0,56,@FoxNews
0.5399,Tue Oct 02 22:38:21 +0000 2018,0.0,0.809,0.191,"RT @FoxNews: .@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or Republicans…",0,57,@FoxNews
0.0,Tue Oct 02 22:38:20 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,58,@FoxNews
-0.3182,Tue Oct 02 22:38:20 +0000 2018,0.095,0.905,0.0,"RT @FoxNews: Sen. @LindseyGrahamSC on if Kavanaugh loses a Senate floor vote: ""I would renominate him and I would take this case to the Ame…",0,59,@FoxNews
-0.3182,Tue Oct 02 22:38:20 +0000 2018,0.247,0.753,0.0,@FoxNews She should be fired but they’re liberal.,0,60,@FoxNews
0.0,Tue Oct 02 22:38:20 +0000 2018,0.0,1.0,0.0,@KarenMonahan01 @cathibrgnr58 @CNN @MSNBC @FoxNews @WCCO 👍🏻👍🏻👍🏻,0,61,@FoxNews
0.0,Tue Oct 02 22:38:20 +0000 2018,0.0,1.0,0.0,RT @FoxNews: .@FLOTUS Melania Trump arrives in Ghana for first solo international trip as first lady https://t.co/z9TCGT2dRN https://t.co/o…,0,62,@FoxNews
-0.2263,Tue Oct 02 22:38:19 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,63,@FoxNews
-0.4588,Tue Oct 02 22:38:19 +0000 2018,0.152,0.779,0.07,"RT @FoxNews: .@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innocent.” https…",0,64,@FoxNews
0.0,Tue Oct 02 22:38:18 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,65,@FoxNews
0.4404,Tue Oct 02 22:38:17 +0000 2018,0.0,0.847,0.153,@FoxNews @HillaryClinton I hope that applies to president's quote I never had sexual relations with that woman end… https://t.co/EKkhbGaa0G,0,66,@FoxNews
0.6514,Tue Oct 02 22:38:17 +0000 2018,0.0,0.829,0.171,RT @LEzykowsky: @deirdrecavener @FoxNews That’s why he’s working for our country FOR FREE! That’s why he’s turned the economy around and pu…,0,67,@FoxNews
0.0,Tue Oct 02 22:38:17 +0000 2018,0.0,1.0,0.0,@FoxNews @HillaryClinton The crooked spoke.,0,68,@FoxNews
0.2023,Tue Oct 02 22:38:16 +0000 2018,0.12,0.721,0.159,@LEzykowsky @deirdrecavener @FoxNews He's working for free because he evaded millions in taxes is your actual argument?,0,69,@FoxNews
0.0,Tue Oct 02 22:38:16 +0000 2018,0.0,1.0,0.0,"I can't believe two random women are able to force themselves on to a Senator, trapping him in an elevator, IN THE… https://t.co/gC2Mlk6MEu",0,70,@FoxNews
-0.3818,Tue Oct 02 22:38:15 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,71,@FoxNews
-0.3818,Tue Oct 02 22:38:15 +0000 2018,0.131,0.805,0.064,RT @FoxNews: Four members of a militant white supremacist group from California have been arrested in connection with the deadly 2017 Charl…,0,72,@FoxNews
0.0,Tue Oct 02 22:38:15 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,73,@FoxNews
0.7351,Tue Oct 02 22:38:14 +0000 2018,0.116,0.543,0.341,RT @Kerryhenley56: @HeyTammyBruce @sme4201968 @FoxNews @POTUS Please KEEP President Trump safe. I fear everyday for him. The Best Ever Pres…,0,74,@FoxNews
-0.4404,Tue Oct 02 22:38:14 +0000 2018,0.237,0.602,0.161,@FoxBusiness @FoxNews I am sure their employees living in poverty and embarrassing Amazon had nothing to do with th… https://t.co/1DrJpnY4Ds,0,75,@FoxNews
0.6892,Tue Oct 02 22:38:14 +0000 2018,0.073,0.665,0.262,RT @GaetaSusan: Please tell me WHY we are hearing Chuck Schumer speak? He is 100% Partisan Hack for the Dem/Communist Party!! Please stop t…,0,76,@FoxNews
0.0,Tue Oct 02 22:38:13 +0000 2018,0.0,1.0,0.0,"What time does @realDonaldTrump rally start tonight in MS?  

I'm watching on Right Side Broadcasting Network.… https://t.co/7xLSr7mECn",0,77,@FoxNews
-0.2263,Tue Oct 02 22:38:13 +0000 2018,0.16,0.84,0.0,RT @FoxNews: Anti-Kavanaugh protesters accosting senators have ties to Soros https://t.co/bDxg9LiTbg,0,78,@FoxNews
0.0,Tue Oct 02 22:38:13 +0000 2018,0.0,1.0,0.0,RT @FoxNews: Iraq tasks Shiite independent with forming new government. https://t.co/3gW2ylrofk,0,79,@FoxNews
0.0,Tue Oct 02 22:38:13 +0000 2018,0.0,1.0,0.0,"RT @HeyTammyBruce: .@FoxNews reporting ricin letter addressed to @potus intercepted yesterday, never made it into the White House.",0,80,@FoxNews
-0.4588,Tue Oct 02 22:38:13 +0000 2018,0.161,0.714,0.125,@real_farmacist Yeah because (as a white person) I want to be killed. #WTF @FoxNews this is the biggest load of 💩 I… https://t.co/i7N5j2iFdE,0,81,@FoxNews
0.0,Tue Oct 02 22:38:12 +0000 2018,0.0,1.0,0.0,"@FoxNews I personally don't care...lol I really don't. There are bigger things happening RIGHT NOW, that are FAR mo… https://t.co/mz9wFUBS5D",0,82,@FoxNews
0.0,Tue Oct 02 22:38:12 +0000 2018,0.0,1.0,0.0,BREAKING NEWS!!! Kavanaugh released a new calendar today! #ConfirmJudgeKavanaughNow #KavanaughVote @realDonaldTrump… https://t.co/HOxhN05knP,0,83,@FoxNews
-0.5719,Tue Oct 02 22:38:11 +0000 2018,0.158,0.842,0.0,RT @coleyworld: Trump could drop trou in the middle of 5th Ave and take a dump and the GOP would spend the next three days talking about wh…,0,84,@FoxNews
-0.5938,Tue Oct 02 22:38:10 +0000 2018,0.222,0.778,0.0,"RT @FoxNews: .@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5…",0,85,@FoxNews
0.0,Tue Oct 02 22:38:09 +0000 2018,0.0,1.0,0.0,@jeffsessions @SpeakerRyan @senatemajldr @realdonaldtrump @potus @vp @foxnews @foxnewsalert @foxnewsalerts… https://t.co/APy5svxBBj,0,86,@FoxNews
